year,sex,profession,income,net_worth,age,happiness
3,F,unemployed,119.65,8789.95,26,82.5
3,F,farmer,761.14,12292.74,52,99.4
3,F,homemaker,195.03,9011.22,43,100.0
3,M,farmer,749.37,12284.02,52,99.36
3,M,child,0.0,10000.0,16,100.0
3,F,unemployed,163.06,8937.17,38,82.5
3,F,homemaker,283.6,9254.94,63,100.0
3,F,farmer,470.17,11071.96,31,95.0
3,X,service provider,5931.63,17946.21,48,102.33
3,F,child,0.0,10000.0,10,100.0
3,M,retired,388.91,13286.16,66,100.37
3,F,fisher,2309.99,12499.57,42,100.74
3,M,service provider,2663.87,11089.99,18,100.66
3,F,child,0.0,10000.0,13,100.0
3,F,farmer,579.64,11436.08,38,98.29
3,M,farmer,598.26,11502.86,38,98.44
3,M,child,0.0,10000.0,9,100.0
3,M,retired,281.09,9279.02,67,100.0
3,F,craftsman,6188.13,18208.06,62,102.37
3,M,civil servant,4391.16,15398.86,32,101.81
3,F,child,0.0,10000.0,10,100.0
3,F,service provider,6759.14,19441.65,57,102.56
3,M,farmer,554.59,11329.16,35,98.0
3,F,civil servant,6381.02,18353.76,49,102.4
3,M,fisher,1970.3,12075.58,36,100.47
3,F,homemaker,98.33,8714.25,20,100.0
3,F,unemployed,262.15,9198.01,57,82.5
3,F,retired,288.58,9309.34,66,100.0
3,M,craftsman,2139.08,10827.6,18,100.44
3,M,fisher,2060.25,12197.22,38,100.54
3,M,farmer,444.53,10838.85,27,94.87
3,M,homemaker,259.98,9230.33,62,100.0
3,F,service provider,4462.18,15722.8,36,101.88
3,F,homemaker,265.75,9214.17,60,100.0
3,M,farmer,849.16,12525.81,59,99.66
3,F,homemaker,96.5,8710.54,20,100.0
3,F,homemaker,241.0,9150.76,54,100.0
3,M,craftsman,3133.56,13742.87,29,101.3
3,M,civil servant,7641.42,20394.11,63,102.71
3,M,unemployed,171.25,8927.61,36,82.5
3,F,service provider,6984.12,19309.85,56,102.55
3,F,homemaker,102.26,8728.82,21,100.0
3,F,homemaker,107.77,8737.41,22,100.0
3,F,civil servant,5026.65,16913.67,41,102.11
3,F,retired,303.09,9308.64,67,100.0
3,M,craftsman,3631.92,14437.64,34,101.53
3,M,child,0.0,10000.0,12,100.0
3,M,unemployed,175.81,8940.77,38,82.5
3,F,homemaker,121.2,8773.85,25,100.0
3,F,homemaker,166.55,8944.05,38,100.0
3,F,service provider,4865.27,16306.52,38,102.01
3,F,homemaker,143.03,8872.31,32,100.0
3,M,service provider,3130.88,13709.66,23,101.28
3,M,child,0.0,10000.0,15,100.0
3,M,farmer,722.15,11987.87,48,99.18
3,F,civil servant,5074.45,16602.93,40,102.08
3,F,fisher,1091.94,10304.03,18,99.63
3,M,civil servant,6721.3,18734.21,53,102.48
3,F,child,0.0,10000.0,5,100.0
3,M,homemaker,222.17,9096.43,51,100.0
3,F,farmer,700.54,11986.92,48,99.12
3,F,civil servant,7134.81,19215.83,55,102.56
3,X,fisher,1513.96,11523.28,28,100.01
3,F,unemployed,210.63,9029.38,46,82.5
3,F,fisher,2819.51,13473.4,56,101.16
3,M,retired,349.83,11095.67,66,100.19
3,F,farmer,557.2,11390.31,35,98.06
3,M,child,0.0,10000.0,5,100.0
3,F,fisher,1927.53,11939.09,35,100.39
3,F,civil servant,5276.68,16781.47,41,102.12
3,F,craftsman,5938.34,17761.12,59,102.31
3,F,homemaker,254.69,9211.15,59,100.0
3,M,unemployed,137.56,8857.86,31,82.5
3,F,homemaker,164.99,8939.86,37,100.0
3,M,homemaker,149.18,8862.07,32,100.0
3,F,fisher,2660.44,13003.48,49,101.0
3,F,fisher,1690.06,11636.18,29,100.15
3,M,farmer,698.57,11912.15,45,99.09
3,F,child,0.0,10000.0,13,100.0
3,M,farmer,535.72,11262.31,33,97.74
3,M,retired,521.49,17228.98,65,103.53
3,F,service provider,3358.22,14081.62,25,101.4
3,M,farmer,730.86,11978.55,48,99.22
3,M,farmer,662.68,11839.14,45,98.91
3,M,unemployed,258.19,9182.01,58,82.5
3,M,craftsman,5648.04,17531.54,58,102.25
3,F,farmer,840.12,12536.94,58,99.64
3,X,homemaker,130.97,8801.33,27,100.0
3,M,homemaker,109.17,8748.11,23,100.0
3,F,civil servant,6311.1,18080.31,49,102.38
3,M,civil servant,6547.17,18643.44,52,102.45
3,X,civil servant,7538.1,19984.86,59,102.67
3,F,child,0.0,10000.0,5,100.0
3,F,child,0.0,10000.0,7,100.0
3,M,farmer,691.67,11845.07,44,99.04
3,X,craftsman,6481.73,18435.81,62,102.43
3,M,retired,296.46,9314.16,67,100.0
3,X,fisher,2733.44,13216.87,51,101.07
3,M,unemployed,136.0,8843.69,31,82.5
3,M,child,0.0,10000.0,9,100.0
3,M,farmer,696.89,11829.84,44,99.06
3,F,fisher,3190.66,13894.39,59,101.33
3,M,craftsman,3225.75,14000.71,31,101.36
3,F,homemaker,205.59,9050.2,48,100.0
3,F,farmer,938.95,12749.23,61,99.89
3,M,child,0.0,10000.0,5,100.0
3,F,farmer,799.83,12362.96,54,99.52
3,M,unemployed,104.97,8736.94,22,82.5
3,F,homemaker,120.39,8794.26,27,100.0
3,M,child,0.0,10000.0,12,100.0
3,F,craftsman,3996.31,14846.96,37,101.66
3,F,fisher,2123.99,12246.62,39,100.59
3,F,civil servant,6669.66,19156.01,54,102.52
3,F,child,0.0,10000.0,14,100.0
3,F,child,0.0,10000.0,8,100.0
3,M,farmer,858.32,12621.01,59,99.71
3,M,unemployed,194.26,8999.18,43,82.5
3,F,fisher,1127.07,10321.59,18,99.67
3,M,homemaker,263.18,9210.47,62,100.0
3,M,child,0.0,10000.0,12,100.0
3,F,unemployed,145.6,8859.7,32,82.5
3,F,civil servant,2678.61,12179.57,19,100.93
3,M,service provider,2685.95,12124.88,19,100.91
3,M,child,0.0,10000.0,3,100.0
3,M,homemaker,247.24,9158.84,55,100.0
3,M,fisher,3271.67,13894.86,61,101.34
3,M,fisher,2515.56,12860.94,47,100.91
3,M,child,0.0,10000.0,13,100.0
3,M,homemaker,136.9,8848.7,31,100.0
3,F,farmer,381.85,10696.85,25,94.81
3,F,craftsman,4076.68,15130.63,41,101.72
3,F,farmer,675.96,11813.19,44,98.98
3,F,craftsman,3266.28,13912.38,30,101.36
3,M,service provider,2659.9,12171.26,19,100.92
3,F,fisher,3039.15,13728.55,57,101.27
3,M,child,0.0,10000.0,15,100.0
3,M,service provider,3744.98,14714.98,28,101.6
3,M,unemployed,154.09,8890.93,34,82.5
3,F,farmer,307.65,9823.76,18,95.0
3,F,civil servant,4920.08,16539.86,40,102.04
3,M,fisher,2143.98,12344.47,40,100.64
3,M,retired,298.16,9309.21,67,100.0
3,M,service provider,3065.82,13629.61,22,101.26
3,M,retired,324.65,11019.38,66,100.19
3,F,civil servant,5635.57,17600.96,45,102.26
3,F,craftsman,2319.19,12544.66,20,100.76
3,M,service provider,4755.62,16279.3,39,102.0
3,M,civil servant,5805.38,17785.42,47,102.29
3,F,fisher,2616.51,13130.46,51,101.01
3,F,child,0.0,10000.0,6,100.0
3,M,craftsman,4161.64,15480.48,42,101.79
3,F,homemaker,155.26,8906.23,35,100.0
3,F,fisher,3132.25,13948.55,61,101.34
3,F,homemaker,97.59,8716.35,21,100.0
3,M,fisher,2911.97,13452.03,54,101.17
3,M,service provider,5172.2,16808.85,42,102.11
3,M,unemployed,117.38,8787.06,25,82.5
3,M,craftsman,4597.16,15949.18,44,101.93
3,M,unemployed,192.0,9010.84,43,82.5
3,F,homemaker,215.48,9065.67,47,100.0
3,M,craftsman,5117.58,16427.25,49,102.05
3,M,farmer,653.41,11850.51,45,98.88
3,F,unemployed,259.45,9190.16,57,82.5
3,M,craftsman,4209.06,15589.14,43,101.81
3,F,civil servant,7187.15,20174.86,61,102.65
3,F,unemployed,208.61,9040.09,45,82.5
3,M,fisher,1391.73,11200.45,23,99.73
3,F,service provider,4121.1,15154.81,31,101.74
3,M,service provider,5154.28,16605.36,40,102.08
3,F,homemaker,225.53,9095.12,50,100.0
3,F,child,0.0,10000.0,8,100.0
3,M,unemployed,105.77,8735.19,22,82.5
3,M,unemployed,216.3,9089.06,51,82.5
3,M,child,0.0,10000.0,14,100.0
3,F,child,0.0,10000.0,11,100.0
3,F,farmer,553.48,11440.27,38,98.05
3,M,retired,297.5,9305.63,66,100.0
3,M,fisher,2038.14,12158.83,37,100.52
3,F,unemployed,281.05,9267.46,62,82.5
3,M,unemployed,256.58,9182.16,56,82.5
3,F,craftsman,2107.14,11607.1,19,100.57
3,F,farmer,872.78,12433.89,56,99.69
3,X,craftsman,3487.05,14424.53,34,101.51
3,F,unemployed,244.44,9171.53,55,82.5
3,F,unemployed,225.51,9098.61,51,82.5
3,F,unemployed,117.44,8777.76,25,82.5
3,F,child,0.0,10000.0,10,100.0
3,F,retired,278.74,9265.89,65,100.0
3,F,child,0.0,10000.0,12,100.0
3,F,retired,377.4,12678.83,65,100.55
3,F,service provider,7070.3,19392.02,58,102.57
3,F,fisher,2559.87,13149.7,50,101.01
3,F,retired,277.73,9288.42,66,97.5
3,M,retired,379.28,12525.52,65,100.53
3,M,unemployed,251.42,9152.5,55,82.5
3,M,service provider,3470.54,14365.9,26,101.49
3,F,craftsman,5557.38,17150.14,54,102.2
3,F,child,0.0,10000.0,3,100.0
3,F,unemployed,172.61,8938.04,37,82.5
3,F,homemaker,151.47,8869.58,32,100.0
3,M,craftsman,4563.17,15902.03,46,101.91
3,M,farmer,673.3,11944.23,46,99.01
3,M,farmer,592.23,11596.67,40,98.46
3,M,farmer,853.07,12451.02,56,99.65
3,M,craftsman,6537.04,18457.28,64,102.44
3,F,child,0.0,10000.0,10,100.0
3,M,civil servant,2516.06,11016.09,18,100.6
3,M,child,0.0,10000.0,4,100.0
3,F,farmer,930.84,12732.93,60,99.87
3,F,farmer,596.47,11573.56,39,98.47
3,M,homemaker,278.7,9256.88,62,100.0
3,M,child,0.0,10000.0,17,100.0
3,F,child,0.0,10000.0,7,100.0
3,M,homemaker,252.94,9189.34,56,100.0
3,M,service provider,7629.92,20571.64,62,102.72
3,M,homemaker,111.18,8741.18,22,100.0
3,F,farmer,457.88,10962.77,29,94.95
3,F,child,0.0,10000.0,12,100.0
3,F,homemaker,284.01,9275.15,64,100.0
3,F,homemaker,108.06,8744.78,22,100.0
3,F,homemaker,164.76,8904.82,35,100.0
3,M,child,0.0,10000.0,9,100.0
3,M,service provider,7531.39,20339.57,60,102.69
3,M,child,0.0,10000.0,11,100.0
3,F,fisher,1711.61,11753.78,32,100.21
3,F,civil servant,5554.57,17432.41,46,102.23
3,F,farmer,765.48,12164.61,51,99.38
3,M,farmer,948.57,12951.33,64,99.96
3,F,farmer,458.3,11011.83,30,94.97
3,F,farmer,734.4,12089.86,51,99.26
3,F,child,0.0,10000.0,13,100.0
3,M,craftsman,3119.9,13677.37,29,101.27
3,M,child,0.0,10000.0,9,100.0
3,M,craftsman,3509.33,14330.42,34,101.49
3,M,homemaker,134.17,8833.65,29,100.0
3,M,unemployed,267.92,9263.11,64,82.5
3,F,child,0.0,10000.0,5,100.0
3,M,farmer,441.95,10888.45,27,94.9
3,M,homemaker,136.73,8845.26,31,100.0
3,M,fisher,3450.47,14053.64,64,101.41
3,M,civil servant,7455.28,19923.24,58,102.65
3,M,child,0.0,10000.0,2,100.0
3,M,child,0.0,10000.0,2,100.0
3,M,child,0.0,10000.0,2,100.0
3,F,child,0.0,10000.0,2,100.0
3,F,child,0.0,10000.0,2,100.0
3,M,child,0.0,10000.0,2,100.0
3,F,child,0.0,10000.0,1,100.0
3,M,child,0.0,10000.0,1,100.0
3,F,child,0.0,10000.0,1,100.0
3,M,child,0.0,10000.0,1,100.0
3,F,child,0.0,10000.0,0,100.0
3,F,child,0.0,10000.0,0,100.0
3,M,child,0.0,10000.0,0,100.0
4,F,civil servant,5066.99,19393.97,44,112.22
4,M,child,0.0,10000.0,5,100.0
4,M,unemployed,115.22,8382.31,29,81.25
4,M,farmer,1965.78,12241.53,40,99.52
4,F,child,0.0,10000.0,5,100.0
4,F,civil servant,5114.84,19496.38,45,112.24
4,F,child,0.0,10000.0,12,100.0
4,M,homemaker,131.16,8464.37,34,100.0
4,M,child,0.0,10000.0,7,100.0
4,M,fisher,2501.05,12439.08,28,100.45
4,M,child,0.0,10000.0,17,100.0
4,F,fisher,2217.75,12096.4,25,100.23
4,M,homemaker,200.24,8762.21,53,100.0
4,M,farmer,1412.54,11269.42,28,97.25
4,F,craftsman,4787.59,18594.3,52,102.11
4,F,service provider,6884.22,22531.18,58,112.68
4,M,craftsman,1874.3,12327.93,20,100.46
4,F,child,0.0,10000.0,9,100.0
4,F,child,0.0,10000.0,5,100.0
4,M,civil servant,4361.96,18179.97,39,102.0
4,F,retired,270.6,9025.69,68,100.0
4,F,unemployed,99.37,8319.85,26,81.25
4,M,craftsman,4310.92,17858.29,46,101.95
4,M,homemaker,205.88,8800.83,54,100.0
4,F,service provider,5255.72,19662.68,46,112.27
4,M,service provider,6020.85,21566.73,53,112.52
4,M,retired,357.07,12681.18,65,99.99
4,M,child,0.0,10000.0,16,100.0
4,F,child,0.0,10000.0,5,100.0
4,F,child,0.0,10000.0,13,100.0
4,F,child,0.0,10000.0,12,100.0
4,F,civil servant,5357.25,20112.36,47,112.33
4,F,farmer,1956.46,12301.05,40,99.51
4,X,homemaker,81.18,9535.52,18,100.0
4,M,fisher,4316.79,14833.37,49,101.46
4,F,homemaker,200.05,8761.87,53,100.0
4,F,child,0.0,10000.0,14,100.0
4,F,craftsman,4084.71,17085.31,43,101.82
4,F,farmer,2468.9,13270.78,52,100.19
4,F,child,0.0,10000.0,11,100.0
4,F,service provider,6774.58,22523.99,57,112.67
4,M,retired,368.78,12289.98,66,100.25
4,M,child,0.0,10000.0,11,100.0
4,M,child,0.0,10000.0,5,100.0
4,M,craftsman,2329.25,13664.36,24,100.83
4,M,craftsman,4415.55,18172.4,48,101.99
4,M,retired,254.53,8996.19,66,96.25
4,M,farmer,1386.11,11394.45,29,97.27
4,F,unemployed,205.87,8758.15,50,81.25
4,M,child,0.0,10000.0,8,100.0
4,M,craftsman,4582.11,18378.92,48,102.05
4,M,farmer,2108.4,12586.28,44,99.71
4,M,child,0.0,10000.0,10,100.0
4,F,homemaker,214.86,8796.35,54,100.0
4,F,craftsman,5786.47,20473.29,59,112.4
4,F,homemaker,164.65,8624.58,43,100.0
4,M,child,0.0,10000.0,11,100.0
4,F,retired,374.79,12451.54,67,100.16
4,M,fisher,5131.95,15684.53,54,111.71
4,M,civil servant,3063.33,15378.37,26,101.36
4,X,homemaker,123.66,8425.56,31,100.0
4,F,farmer,1390.77,11258.7,28,97.25
4,F,farmer,1775.29,11918.49,36,98.95
4,F,fisher,2415.47,12181.23,26,100.31
4,F,service provider,6957.74,22693.63,59,112.7
4,F,homemaker,223.44,8832.57,57,100.0
4,M,child,0.0,10000.0,10,100.0
4,M,retired,260.21,8996.29,66,100.0
4,M,homemaker,169.97,8633.49,45,100.0
4,M,unemployed,218.87,8833.77,57,81.25
4,M,civil servant,5936.22,20815.34,49,112.46
4,F,homemaker,123.33,8426.29,32,100.0
4,F,service provider,5746.93,20650.33,51,112.42
4,M,retired,341.32,12333.23,66,100.26
4,F,unemployed,83.6,8249.56,21,81.25
4,M,craftsman,5041.41,19492.43,56,112.22
4,F,farmer,1888.82,12054.44,38,99.18
4,M,homemaker,139.87,8477.99,35,100.0
4,M,fisher,3067.02,12882.04,32,100.73
4,M,service provider,5644.17,21017.05,51,112.44
4,F,unemployed,79.6,8257.35,21,81.25
4,M,farmer,2939.39,13711.48,59,100.49
4,F,homemaker,217.01,8832.24,57,100.0
4,F,child,0.0,10000.0,9,100.0
4,M,service provider,7017.23,23402.67,61,112.75
4,M,farmer,894.03,9992.93,19,96.6
4,X,civil servant,4062.61,17302.64,34,101.84
4,F,fisher,4066.62,14187.86,43,101.27
4,M,farmer,1399.82,11224.6,28,97.24
4,M,child,0.0,10000.0,5,100.0
4,M,unemployed,226.44,8887.44,59,81.25
4,F,child,0.0,10000.0,15,100.0
4,F,child,0.0,10000.0,17,100.0
4,M,homemaker,215.44,8800.09,55,100.0
4,M,service provider,2984.98,15316.15,26,101.35
4,M,homemaker,247.27,8941.33,61,100.0
4,X,homemaker,187.25,8715.86,49,100.0
4,F,farmer,1018.68,10664.1,21,96.65
4,X,child,0.0,10000.0,4,100.0
4,F,retired,383.32,13828.43,65,100.69
4,M,child,0.0,10000.0,9,100.0
4,F,unemployed,201.49,8750.87,50,81.25
4,F,civil servant,4026.17,17384.75,35,101.85
4,F,craftsman,4985.28,19240.3,53,112.2
4,M,civil servant,5458.16,20403.03,48,112.36
4,F,craftsman,4333.86,17607.26,45,101.92
4,M,homemaker,135.02,8480.01,35,100.0
4,M,homemaker,224.52,8827.93,55,100.0
4,M,child,0.0,10000.0,10,100.0
4,F,farmer,919.35,10186.85,18,99.15
4,F,civil servant,5836.11,20701.79,48,112.43
4,M,fisher,2128.97,11814.07,23,100.04
4,F,unemployed,155.83,8566.12,41,81.25
4,M,craftsman,3136.56,15635.31,34,101.43
4,F,unemployed,147.78,8527.95,38,81.25
4,F,fisher,2996.56,12804.36,31,100.69
4,M,farmer,2599.79,13183.38,52,100.23
4,F,farmer,1251.26,10990.76,25,97.04
4,F,farmer,2287.31,12855.5,49,99.95
4,M,homemaker,78.83,8249.32,21,100.0
4,F,farmer,988.41,10338.39,20,96.66
4,F,child,0.0,10000.0,11,100.0
4,F,child,0.0,10000.0,16,100.0
4,F,child,0.0,10000.0,11,100.0
4,M,farmer,1906.96,12014.55,38,99.28
4,M,homemaker,209.83,8779.74,53,100.0
4,M,child,0.0,10000.0,16,100.0
4,F,farmer,910.44,10182.39,18,99.13
4,F,farmer,1755.24,11914.09,35,98.95
4,F,unemployed,196.02,8738.3,51,81.25
4,M,retired,262.93,9042.54,67,100.0
4,M,homemaker,153.41,8537.4,38,100.0
4,F,fisher,1974.6,11676.28,22,99.93
4,F,child,0.0,10000.0,10,100.0
4,M,child,0.0,10000.0,16,100.0
4,F,craftsman,1755.0,10604.67,18,100.08
4,M,child,0.0,10000.0,15,100.0
4,F,child,0.0,10000.0,4,100.0
4,F,civil servant,4271.05,17943.52,38,101.95
4,M,civil servant,2430.51,14233.61,21,100.99
4,M,retired,363.58,13045.98,67,100.18
4,F,fisher,3433.1,13631.35,39,101.04
4,M,farmer,2374.14,12924.36,49,100.05
4,F,child,0.0,10000.0,12,100.0
4,M,service provider,6793.24,22817.27,60,112.69
4,M,service provider,4246.37,17457.31,35,101.89
4,F,farmer,2880.34,13906.52,60,100.51
4,F,unemployed,152.12,8582.19,41,81.25
4,M,fisher,3271.59,13164.18,34,100.87
4,M,civil servant,3826.01,16767.63,32,101.74
4,X,child,0.0,10000.0,15,100.0
4,F,child,0.0,10000.0,7,100.0
4,M,retired,263.44,8987.26,65,100.0
4,F,civil servant,4166.96,17595.67,35,101.89
4,M,homemaker,217.62,8852.74,57,100.0
4,M,service provider,3396.48,16215.41,30,101.58
4,M,child,0.0,10000.0,8,100.0
4,F,homemaker,177.56,8648.59,44,100.0
4,M,child,0.0,10000.0,7,100.0
4,M,child,0.0,10000.0,13,100.0
4,M,fisher,3758.8,13942.98,40,101.17
4,F,fisher,2060.33,11817.01,23,100.04
4,M,retired,271.46,9045.87,68,100.0
4,F,child,0.0,10000.0,11,100.0
4,F,service provider,5841.31,21078.62,53,112.46
4,M,civil servant,4768.8,19210.82,43,102.17
4,M,homemaker,211.76,8807.52,55,100.0
4,F,homemaker,80.39,9534.73,18,100.0
4,M,craftsman,3531.3,16153.63,37,101.6
4,M,civil servant,3827.64,17026.75,33,101.78
4,F,craftsman,2870.14,15115.76,32,101.3
4,F,civil servant,6726.02,23129.13,59,112.7
4,M,retired,260.45,9032.54,68,100.0
4,F,unemployed,87.81,8282.42,23,81.25
4,F,craftsman,4231.99,17495.93,44,101.9
4,M,homemaker,166.52,8593.37,43,100.0
4,M,civil servant,5804.21,21420.23,52,112.48
4,M,retired,380.24,12885.83,65,100.02
4,M,child,0.0,10000.0,17,100.0
4,M,child,0.0,10000.0,17,100.0
4,F,fisher,4275.43,14493.0,46,101.38
4,F,child,0.0,10000.0,14,100.0
4,X,child,0.0,10000.0,15,100.0
4,M,child,0.0,10000.0,8,100.0
4,M,child,0.0,10000.0,4,100.0
4,M,fisher,2898.61,12947.8,33,100.74
4,F,craftsman,3927.7,17016.56,42,101.8
4,M,craftsman,2009.85,13375.44,22,100.63
4,M,farmer,892.16,9975.11,19,96.59
4,M,farmer,2359.19,13027.26,49,100.07
4,M,civil servant,5742.15,20487.74,49,112.41
4,M,farmer,1557.52,11679.45,33,98.63
4,M,homemaker,186.13,8679.33,48,100.0
4,F,homemaker,259.04,8955.84,64,100.0
4,M,homemaker,208.53,8824.65,55,100.0
4,F,unemployed,179.73,8634.74,44,81.25
4,F,farmer,2131.08,12637.35,46,99.78
4,M,craftsman,6039.81,21214.07,64,112.49
4,X,service provider,3588.06,16482.51,31,101.64
4,F,farmer,1979.12,12133.73,39,99.45
4,X,craftsman,4323.46,17816.57,46,101.94
4,F,fisher,5747.69,16655.56,63,111.93
4,F,farmer,2757.19,13542.03,57,100.34
4,M,child,0.0,10000.0,8,100.0
4,F,child,0.0,10000.0,14,100.0
4,M,fisher,2166.87,11902.63,23,100.12
4,M,fisher,5017.75,15314.03,52,111.62
4,M,farmer,1887.92,12158.16,40,99.37
4,M,civil servant,2432.14,14367.2,22,101.03
4,X,child,0.0,10000.0,12,100.0
4,M,fisher,4548.82,14910.69,48,101.5
4,F,homemaker,189.52,8727.85,49,100.0
4,M,retired,366.2,12601.48,65,99.96
4,M,farmer,1765.79,11943.31,36,99.09
4,F,service provider,4273.25,17534.74,36,101.91
4,X,child,0.0,10000.0,9,100.0
4,F,child,0.0,10000.0,6,100.0
4,F,farmer,1587.52,11647.63,32,97.48
4,M,homemaker,90.77,8292.85,24,100.0
4,M,craftsman,1788.01,12276.11,20,100.41
4,X,child,0.0,10000.0,9,100.0
4,F,retired,466.72,15841.06,66,100.5
4,F,service provider,6529.99,22733.73,58,112.66
4,F,craftsman,3932.89,16796.81,41,101.75
4,M,retired,513.44,18370.17,65,101.21
4,F,retired,276.57,9054.87,68,100.0
4,F,unemployed,189.73,8690.06,47,81.25
4,F,farmer,979.58,10638.01,21,96.58
4,M,child,0.0,10000.0,6,100.0
4,X,service provider,6325.74,21773.74,53,112.57
4,M,unemployed,130.98,8467.81,34,81.25
4,M,farmer,2181.53,12671.1,46,99.88
4,F,farmer,2924.93,14076.01,63,100.57
4,F,child,0.0,10000.0,15,100.0
4,M,fisher,3751.33,13957.37,42,101.18
4,M,craftsman,4009.49,17335.5,45,101.84
4,F,homemaker,141.21,8479.9,35,100.0
4,M,child,0.0,10000.0,9,100.0
4,F,civil servant,3017.15,15392.91,26,101.37
4,F,craftsman,2452.57,13929.75,25,100.93
4,M,service provider,5472.29,20345.79,47,112.36
4,F,homemaker,228.14,8874.64,59,100.0
4,F,craftsman,2398.64,14009.67,25,100.93
4,F,homemaker,185.91,8692.81,49,100.0
4,M,homemaker,83.47,8266.31,22,100.0
4,F,retired,266.79,8989.03,65,100.0
4,M,farmer,2817.69,13599.11,56,100.35
4,M,craftsman,3577.94,16387.9,39,101.64
4,F,service provider,3669.11,16615.85,33,101.69
4,M,farmer,1152.21,10944.42,24,96.93
4,M,service provider,3009.4,15067.73,25,101.31
4,F,retired,329.28,10763.29,67,100.09
4,M,service provider,3430.21,16163.47,30,101.58
4,M,homemaker,150.28,8525.15,37,100.0
4,X,retired,272.07,9021.82,68,100.0
4,X,unemployed,187.72,8684.34,46,81.25
4,M,civil servant,4519.02,18299.98,39,102.02
4,M,farmer,1497.08,11361.55,30,97.35
4,M,child,0.0,10000.0,16,100.0
4,F,unemployed,106.34,8350.64,27,81.25
4,F,farmer,2462.54,13251.18,53,100.15
4,F,homemaker,173.55,8639.12,44,100.0
4,M,farmer,2653.45,13337.91,53,100.2
4,M,child,0.0,10000.0,17,100.0
4,F,unemployed,152.05,8543.57,39,81.25
4,F,homemaker,250.64,8959.93,64,100.0
4,F,farmer,1485.18,11541.72,32,97.38
4,X,service provider,5769.55,20558.16,49,112.41
4,F,child,0.0,10000.0,11,100.0
4,M,retired,387.25,13127.75,67,100.18
4,F,fisher,3931.37,14192.42,43,101.27
4,M,service provider,2241.57,11937.95,19,100.68
4,F,child,0.0,10000.0,14,100.0
4,F,farmer,1859.28,12092.89,39,99.29
4,M,farmer,1802.01,12131.03,39,99.34
4,M,child,0.0,10000.0,10,100.0
4,M,retired,267.65,9001.02,68,100.0
4,F,craftsman,6219.23,21044.84,63,112.49
4,M,civil servant,3731.17,16991.61,33,101.76
4,F,child,0.0,10000.0,11,100.0
4,F,service provider,7065.4,22701.52,58,112.7
4,M,farmer,1821.45,11967.05,36,99.12
4,F,civil servant,5554.49,20858.18,50,112.41
4,M,fisher,3458.17,13531.84,37,101.01
4,F,homemaker,79.73,8248.33,21,100.0
4,F,unemployed,237.08,8889.44,58,81.25
4,F,retired,280.75,9044.44,67,100.0
4,M,craftsman,1712.88,11411.21,19,100.27
4,M,fisher,3632.47,13740.62,39,101.1
4,M,farmer,1396.58,11264.31,28,97.24
4,M,homemaker,238.94,8923.62,63,100.0
4,F,service provider,4089.21,17494.58,37,101.87
4,F,homemaker,249.06,8917.58,61,100.0
4,M,farmer,2872.39,13689.17,60,100.43
4,F,homemaker,79.86,8244.75,21,100.0
4,F,homemaker,218.74,8823.85,55,100.0
4,M,craftsman,2830.84,14885.46,30,101.24
4,M,civil servant,7589.48,23916.02,64,112.83
4,M,unemployed,150.05,8532.01,37,81.25
4,F,service provider,6539.1,22306.57,57,112.63
4,F,homemaker,86.92,8270.09,22,100.0
4,F,homemaker,89.14,8280.9,23,100.0
4,F,civil servant,4875.56,19078.62,42,102.15
4,F,retired,276.6,9039.59,68,100.0
4,M,craftsman,3184.96,15757.29,35,101.46
4,M,child,0.0,10000.0,13,100.0
4,M,unemployed,145.57,8540.69,39,81.25
4,F,homemaker,102.42,8330.62,26,100.0
4,F,homemaker,151.46,8549.86,39,100.0
4,F,service provider,4459.24,18263.31,39,102.02
4,F,homemaker,128.4,8455.06,33,100.0
4,M,service provider,2716.68,14795.17,24,101.19
4,M,child,0.0,10000.0,16,100.0
4,M,farmer,2316.3,12873.19,49,99.98
4,F,civil servant,4716.65,18688.43,41,102.1
4,F,fisher,1859.88,10961.14,19,99.96
4,M,civil servant,6132.28,21527.52,54,112.53
4,F,child,0.0,10000.0,6,100.0
4,M,homemaker,212.89,8763.67,52,100.0
4,F,farmer,2371.08,12899.63,49,99.97
4,F,civil servant,6261.45,22073.72,56,112.59
4,X,fisher,2776.93,12638.91,29,100.57
4,F,unemployed,182.78,8666.51,47,81.25
4,F,fisher,5459.87,15930.5,57,111.77
4,M,retired,306.93,10856.94,67,100.1
4,F,farmer,1776.06,12005.51,36,99.13
4,M,child,0.0,10000.0,6,100.0
4,F,fisher,3433.55,13383.03,36,100.97
4,F,civil servant,4771.17,18894.22,42,102.14
4,F,craftsman,5548.03,20262.3,60,112.36
4,F,homemaker,227.95,8893.45,60,100.0
4,M,unemployed,124.15,8436.36,32,81.25
4,F,homemaker,153.38,8547.59,38,100.0
4,M,homemaker,131.94,8448.36,33,100.0
4,F,fisher,4702.03,15081.66,50,101.56
4,F,fisher,2892.32,12809.51,30,100.68
4,M,farmer,2259.41,12769.02,46,99.9
4,F,child,0.0,10000.0,14,100.0
4,M,farmer,1696.02,11837.49,34,98.91
4,M,retired,471.2,17154.52,66,101.76
4,F,service provider,2921.6,15269.59,26,101.32
4,M,farmer,2287.3,12849.37,49,99.98
4,M,farmer,2291.94,12712.28,46,99.83
4,M,unemployed,222.58,8858.94,59,81.25
