year,sex,profession,income,net_worth
8,F,child,0.00,10000.00
8,M,retired,981.72,34181.46
8,M,farmer,457.25,10318.00
8,X,civil servant,4396.13,25058.61
8,F,fisher,2386.31,18783.61
8,M,farmer,660.71,12193.45
8,M,child,0.00,10000.00
8,M,unemployed,222.86,7784.33
8,F,service provider,2147.94,11660.63
8,F,civil servant,2514.26,13555.32
8,M,homemaker,201.87,7648.08
8,M,service provider,3581.17,21137.30
8,M,retired,220.39,7916.58
8,X,homemaker,169.76,7467.53
8,F,farmer,482.39,11172.44
8,X,child,0.00,10000.00
8,F,retired,388.47,13420.60
8,M,child,0.00,10000.00
8,F,unemployed,189.01,7522.06
8,F,civil servant,4668.15,25350.84
8,F,craftsman,5456.82,27731.56
8,M,civil servant,6049.73,31418.11
8,F,craftsman,4902.76,24784.82
8,M,homemaker,127.84,7010.49
8,M,homemaker,206.46,7686.77
8,M,child,0.00,10000.00
8,F,farmer,416.05,10424.24
8,F,civil servant,6194.00,31698.89
8,M,fisher,1297.08,13877.27
8,F,unemployed,147.61,7184.40
8,M,craftsman,3787.77,20874.69
8,F,unemployed,140.48,7105.31
8,F,fisher,1782.50,15958.53
8,M,farmer,1200.55,15829.14
8,F,farmer,558.36,11776.82
8,F,farmer,1096.06,15286.72
8,M,homemaker,73.02,6576.96
8,F,farmer,478.37,10755.85
8,F,child,0.00,10000.00
8,F,craftsman,1916.02,11549.32
8,F,child,0.00,10000.00
8,M,farmer,811.83,13707.95
8,M,homemaker,201.96,7606.06
8,M,unemployed,82.29,8761.46
8,F,farmer,429.54,10442.62
8,F,farmer,750.71,13417.97
8,F,unemployed,180.67,7500.16
8,M,retired,250.08,8115.05
8,M,homemaker,142.36,7127.67
8,F,fisher,1309.83,13652.05
8,F,child,0.00,10000.00
8,M,civil servant,2298.68,12608.81
8,F,craftsman,2034.19,13062.19
8,M,homemaker,79.72,9204.26
8,F,child,0.00,10000.00
8,F,civil servant,4872.40,26525.05
8,M,civil servant,2928.28,18837.28
8,M,retired,399.53,12582.88
8,F,fisher,2155.27,17674.61
8,M,farmer,1063.67,15342.90
8,F,child,0.00,10000.00
8,M,service provider,7823.09,37051.77
8,M,service provider,4707.07,25602.00
8,F,farmer,1430.39,17292.61
8,F,unemployed,145.13,7204.08
8,M,fisher,1942.13,16651.07
8,M,civil servant,4306.45,23949.55
8,X,homemaker,79.35,9208.15
8,F,child,0.00,10000.00
8,F,civil servant,4855.12,25509.81
8,M,homemaker,213.63,7742.01
8,M,service provider,4161.54,23058.42
8,M,child,0.00,10000.00
8,F,homemaker,155.35,7336.62
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
8,M,fisher,2285.01,18284.29
8,F,fisher,1395.16,13939.69
8,F,child,0.00,10000.00
8,F,service provider,6755.68,33445.40
8,M,civil servant,5431.00,29165.42
8,M,homemaker,207.26,7659.05
8,F,homemaker,83.52,7878.30
8,M,craftsman,4036.48,21982.64
8,M,civil servant,4516.13,24541.04
8,F,craftsman,3457.46,20089.89
8,F,civil servant,7818.41,37100.19
8,F,unemployed,84.69,6633.83
8,F,craftsman,4719.87,24486.74
8,M,homemaker,156.41,7245.73
8,M,civil servant,7119.48,33915.66
8,M,retired,368.63,12398.94
8,M,homemaker,80.12,8332.23
8,M,homemaker,77.28,8330.97
8,F,fisher,2614.67,19555.01
8,F,service provider,2015.50,10766.47
8,X,homemaker,82.79,9208.31
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
8,M,fisher,1808.35,16296.94
8,F,craftsman,4430.47,23676.06
8,M,craftsman,2527.46,16507.63
8,M,farmer,460.39,10327.41
8,M,farmer,1128.69,15458.39
8,M,civil servant,6389.06,31825.12
8,M,farmer,768.49,12990.93
8,M,homemaker,179.21,7410.04
8,F,retired,232.58,7955.74
8,M,homemaker,194.31,7668.01
8,F,unemployed,152.14,7279.29
8,F,farmer,1010.81,14847.13
8,M,retired,642.49,21463.36
8,X,service provider,4005.26,23281.49
8,F,farmer,892.63,13918.53
8,X,craftsman,4738.87,25011.07
8,F,retired,512.90,18053.68
8,F,farmer,1335.45,16664.27
8,M,child,0.00,10000.00
8,F,farmer,356.65,9874.08
8,M,fisher,1320.68,13975.13
8,M,fisher,2824.59,20900.33
8,M,farmer,878.41,13910.61
8,M,civil servant,3161.10,19120.39
8,X,child,0.00,10000.00
8,M,fisher,2666.50,20121.93
8,F,homemaker,184.91,7493.96
8,M,retired,377.92,12077.60
8,M,farmer,774.87,13443.28
8,F,service provider,4934.25,25776.41
8,X,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,farmer,721.78,12875.75
8,M,homemaker,89.69,6666.00
8,M,craftsman,2232.63,14967.74
8,X,child,0.00,10000.00
8,F,retired,452.82,15701.89
8,F,service provider,7825.19,36474.94
8,F,craftsman,4156.77,23146.56
8,M,retired,542.51,18462.37
8,F,unemployed,171.51,7416.15
8,F,farmer,508.24,11163.64
8,M,child,0.00,10000.00
8,X,service provider,6882.02,34197.18
8,M,unemployed,119.02,6979.67
8,M,farmer,1060.88,14995.87
8,F,retired,437.43,15135.23
8,F,fisher,944.40,10869.50
8,M,fisher,2263.59,18349.44
8,M,craftsman,4773.44,24408.78
8,F,homemaker,118.59,7002.91
8,M,child,0.00,10000.00
8,F,civil servant,3455.63,21255.80
8,F,craftsman,2815.00,17503.90
8,M,service provider,5930.33,30985.59
8,F,homemaker,224.19,7786.45
8,F,craftsman,2742.86,17655.52
8,F,homemaker,181.82,7437.19
8,M,homemaker,76.60,6599.02
8,F,retired,247.31,7981.40
8,M,farmer,1267.51,16527.79
8,M,craftsman,4302.84,22505.43
8,F,service provider,4324.08,23919.36
8,M,farmer,525.29,11627.66
8,M,service provider,3310.73,20585.81
8,F,retired,295.96,9994.68
8,M,service provider,3942.41,22774.80
8,M,homemaker,136.59,7085.35
8,X,unemployed,168.71,7392.85
8,M,civil servant,4991.11,26941.62
8,M,farmer,690.77,12532.17
8,M,service provider,2279.98,12565.76
8,F,unemployed,93.13,6758.38
8,F,farmer,1191.19,16022.47
8,F,homemaker,159.77,7303.56
8,M,farmer,1165.36,16020.43
8,M,fisher,1064.68,11461.55
8,F,unemployed,136.77,7143.63
8,F,retired,245.67,7967.57
8,F,farmer,727.74,12818.13
8,X,service provider,6281.52,31801.09
8,F,child,0.00,10000.00
8,F,fisher,2489.78,18837.36
8,M,service provider,2816.66,16153.01
8,F,farmer,360.58,9878.01
8,F,farmer,862.82,13810.65
8,M,farmer,848.92,13861.93
8,M,child,0.00,10000.00
8,M,retired,267.38,8069.57
8,F,retired,677.67,24241.86
8,M,civil servant,4484.36,24597.70
8,F,child,0.00,10000.00
8,F,service provider,7271.26,35906.37
8,M,farmer,830.11,13559.28
8,F,civil servant,6578.59,32651.03
8,M,fisher,2006.44,17425.99
8,F,homemaker,75.70,6581.63
8,F,unemployed,218.79,7802.05
8,M,craftsman,2058.77,13930.98
8,M,fisher,2264.38,17972.85
8,M,farmer,619.19,12208.07
8,M,retired,224.46,7889.53
8,F,service provider,5103.77,25719.88
8,F,retired,230.94,7864.85
8,M,farmer,1397.15,17025.83
8,F,homemaker,72.94,6568.97
8,F,homemaker,206.42,7684.47
8,M,craftsman,3202.68,19448.11
8,M,retired,711.63,24307.35
8,M,unemployed,132.17,7099.45
8,F,service provider,7164.71,35575.48
8,F,homemaker,81.57,6614.33
8,F,homemaker,84.21,6628.72
8,F,civil servant,5391.89,28695.39
8,F,retired,262.25,8109.95
8,M,craftsman,3633.05,21140.17
8,M,child,0.00,10000.00
8,M,unemployed,140.70,7128.12
8,F,homemaker,89.87,6722.54
8,F,homemaker,144.18,7149.65
8,F,service provider,4919.72,27033.56
8,F,homemaker,120.18,6949.27
8,M,service provider,3166.16,19960.12
8,M,farmer,368.91,9906.02
8,M,farmer,1064.05,15340.64
8,F,civil servant,5205.89,27775.76
8,F,fisher,1103.16,12607.06
8,M,civil servant,6852.87,33715.44
8,F,child,0.00,10000.00
8,M,homemaker,190.45,7569.23
8,F,farmer,1073.15,15278.70
8,F,civil servant,7444.32,35476.88
8,X,fisher,1618.55,15451.69
8,F,unemployed,162.08,7387.67
8,F,fisher,3184.09,22472.65
8,M,retired,329.04,10168.89
8,F,farmer,796.94,13517.26
8,M,child,0.00,10000.00
8,F,fisher,1920.69,17135.93
8,F,civil servant,5595.49,28785.42
8,F,craftsman,6520.53,30243.35
8,F,homemaker,230.86,7848.91
8,M,unemployed,116.14,6927.09
8,F,homemaker,131.22,7115.45
8,M,homemaker,112.89,6948.40
8,F,fisher,2787.82,20563.57
8,F,fisher,1742.24,15708.21
8,M,farmer,998.80,15047.77
8,F,fisher,856.34,10186.89
8,M,farmer,804.52,13284.77
8,M,retired,514.98,17170.72
8,F,service provider,3390.63,20939.65
8,M,farmer,1069.83,15262.17
8,M,farmer,990.14,14935.62
8,M,unemployed,213.60,7767.12
8,M,craftsman,6347.09,29875.43
8,F,farmer,1326.76,16891.16
8,X,homemaker,102.53,6794.84
8,M,homemaker,83.04,6662.71
8,F,civil servant,6676.25,32189.73
8,M,civil servant,6583.62,33457.34
8,X,civil servant,8100.14,37575.30
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,farmer,1033.49,14927.60
8,X,retired,690.68,24389.73
8,X,fisher,2885.59,21336.13
8,M,unemployed,115.45,6916.64
8,M,child,0.00,10000.00
8,M,farmer,1055.89,14962.60
8,F,fisher,3225.35,23303.36
8,M,craftsman,3530.65,20102.11
8,F,homemaker,172.04,7450.22
8,F,retired,484.85,16304.44
8,M,child,0.00,10000.00
8,F,farmer,1225.71,16330.56
8,M,unemployed,82.36,6642.43
8,F,homemaker,103.69,6798.54
8,M,child,0.00,10000.00
8,F,craftsman,4136.12,22314.40
8,F,fisher,2268.21,18127.42
8,F,civil servant,7385.93,35332.19
8,F,fisher,896.01,10832.11
8,F,child,0.00,10000.00
8,M,farmer,1402.86,17023.40
8,M,unemployed,151.09,7280.09
8,F,fisher,1186.35,12527.90
8,M,retired,232.59,7879.89
8,M,child,0.00,10000.00
8,F,unemployed,118.70,6949.05
8,F,civil servant,2893.35,17329.27
8,M,service provider,2860.18,17463.49
8,M,child,0.00,10000.00
8,M,homemaker,199.65,7688.02
8,M,retired,546.21,19522.94
8,M,fisher,2547.15,20005.46
8,M,civil servant,2150.42,10833.93
8,M,homemaker,119.54,6925.62
8,F,farmer,569.79,11852.02
8,F,craftsman,4594.72,23465.82
8,F,farmer,973.99,14724.54
8,F,craftsman,3297.26,19784.72
8,M,service provider,2682.79,17407.34
8,F,fisher,3166.91,22743.08
8,M,civil servant,2273.45,12613.81
8,M,service provider,3975.96,22640.16
8,M,unemployed,126.89,7005.81
8,F,farmer,454.64,10359.73
8,F,civil servant,5408.55,27865.24
8,M,fisher,2302.60,18293.42
8,M,retired,263.11,8132.07
8,M,service provider,3124.68,19798.61
8,M,retired,319.22,10079.18
8,F,civil servant,5762.09,30437.03
8,F,craftsman,2400.61,16139.81
8,M,service provider,5112.89,27430.65
8,M,civil servant,6162.06,31394.77
8,F,fisher,2942.65,20867.78
8,F,child,0.00,10000.00
8,M,craftsman,4466.78,24150.71
8,F,homemaker,132.74,7044.87
8,F,retired,577.63,19423.22
8,F,homemaker,76.31,6597.36
8,M,fisher,3115.70,22025.37
8,M,service provider,5421.51,28476.97
8,M,unemployed,96.82,6752.62
8,M,craftsman,4885.03,24884.25
8,M,unemployed,164.35,7314.29
8,F,homemaker,166.38,7417.69
8,M,craftsman,5226.51,26689.05
8,M,farmer,1008.30,14814.28
8,F,unemployed,225.17,7790.15
8,M,craftsman,4404.29,24038.24
8,F,retired,890.48,31088.06
8,F,unemployed,164.30,7356.26
8,M,fisher,1357.92,14256.56
8,F,service provider,4244.01,24011.05
8,M,service provider,5535.32,28237.62
8,F,homemaker,185.18,7541.95
8,F,child,0.00,10000.00
8,M,unemployed,86.10,6631.25
8,M,unemployed,188.83,7560.46
8,M,farmer,350.06,9728.09
8,F,child,0.00,10000.00
8,F,farmer,875.33,13839.19
8,M,retired,243.86,8073.09
8,M,fisher,2106.00,17467.77
8,F,retired,224.97,7950.28
8,M,unemployed,201.74,7717.71
8,F,craftsman,2283.36,15035.83
8,F,farmer,1315.45,16515.62
8,X,craftsman,3643.75,21014.28
8,F,unemployed,206.78,7709.73
8,F,unemployed,184.31,7557.45
8,F,unemployed,94.81,6723.81
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,retired,358.78,11949.88
8,F,service provider,7332.48,36108.19
8,F,fisher,2764.19,20871.51
8,F,retired,254.05,8036.81
8,M,retired,357.28,11765.48
8,M,unemployed,209.11,7683.73
8,M,service provider,3734.48,21769.07
8,F,craftsman,5525.89,28394.34
8,F,child,0.00,10000.00
8,F,unemployed,139.45,7119.89
8,F,homemaker,114.46,6951.22
8,M,craftsman,4836.09,25111.28
8,M,farmer,1095.08,15066.75
8,M,farmer,962.45,14097.99
8,M,farmer,1277.34,16667.88
8,F,child,0.00,10000.00
8,M,civil servant,2687.60,15892.35
8,M,child,0.00,10000.00
8,F,retired,482.28,16882.75
8,F,farmer,858.86,14050.59
8,M,retired,228.16,7948.79
8,M,homemaker,82.00,7872.20
8,F,child,0.00,10000.00
8,M,homemaker,216.23,7777.83
8,M,retired,814.63,28092.13
8,M,homemaker,80.54,6625.70
8,F,farmer,706.22,12501.62
8,F,child,0.00,10000.00
8,F,retired,243.46,7992.83
8,F,homemaker,85.67,6646.38
8,F,homemaker,131.29,7050.31
8,M,child,0.00,10000.00
8,M,retired,915.14,34234.32
8,M,child,0.00,10000.00
8,F,fisher,1845.74,16419.84
8,F,civil servant,6385.33,30780.38
8,F,farmer,1219.21,15830.80
8,M,retired,378.62,12305.62
8,F,farmer,695.30,12641.47
8,F,farmer,1199.26,15868.29
8,F,unemployed,77.08,9594.51
8,M,craftsman,3227.34,19336.44
8,M,child,0.00,10000.00
8,M,craftsman,3730.52,21226.58
8,M,homemaker,102.30,6854.24
8,M,retired,253.26,8017.89
8,F,child,0.00,10000.00
8,M,farmer,634.82,12302.85
8,M,homemaker,113.95,6902.17
8,M,retired,390.47,13492.57
8,M,civil servant,7755.23,37064.75
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,X,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,F,child,0.00,10000.00
8,M,child,0.00,10000.00
8,M,child,0.00,10000.00
9,F,civil servant,6408.08,32446.91
9,M,child,0.00,10000.00
9,M,unemployed,120.17,6356.08
9,M,farmer,2179.54,14837.62
9,F,child,0.00,10000.00
9,F,civil servant,6780.92,32876.86
9,F,child,0.00,10000.00
9,M,homemaker,129.31,6530.24
9,M,child,0.00,10000.00
9,M,fisher,1974.07,15850.38
9,M,unemployed,102.11,7849.79
9,F,fisher,1721.02,15034.21
9,M,homemaker,197.53,7199.70
9,M,farmer,1553.46,12806.33
9,F,craftsman,6158.66,29811.17
9,F,service provider,8540.11,39856.75
9,M,craftsman,2735.21,16145.38
9,F,child,0.00,10000.00
9,F,child,0.00,10000.00
9,M,civil servant,5953.71,29752.10
9,F,unemployed,108.27,6250.24
9,M,craftsman,5532.90,27828.14
9,M,homemaker,219.05,7280.63
9,F,service provider,6827.08,33363.00
9,M,service provider,7437.77,37169.11
9,M,craftsman,2415.30,12474.56
9,F,child,0.00,10000.00
9,F,fisher,1082.98,10248.45
9,F,child,0.00,10000.00
9,F,civil servant,6993.63,34186.85
9,F,farmer,2196.24,14979.57
9,X,homemaker,96.87,7380.24
9,M,fisher,3182.65,21490.89
9,F,homemaker,204.55,7185.63
9,F,civil servant,2771.29,11843.22
9,F,craftsman,5007.61,26148.63
9,F,farmer,2537.15,16854.68
9,F,child,0.00,10000.00
9,F,service provider,8097.58,39899.57
9,M,retired,383.99,11511.03
9,M,child,0.00,10000.00
9,M,child,0.00,10000.00
9,M,craftsman,3241.14,18471.40
9,M,craftsman,5579.08,28478.12
9,M,farmer,1649.17,12940.12
9,F,unemployed,200.15,7131.74
9,M,child,0.00,10000.00
9,M,craftsman,5512.08,28732.08
9,M,farmer,2351.50,15541.24
9,M,child,0.00,10000.00
9,F,homemaker,216.03,7265.35
9,F,craftsman,6818.30,33140.06
9,F,homemaker,157.63,6840.76
9,M,child,0.00,10000.00
9,M,fisher,3242.78,23131.27
9,M,civil servant,4315.05,22902.06
9,X,homemaker,117.67,6428.52
9,F,farmer,1532.26,12706.47
9,F,farmer,1867.37,14093.83
9,F,fisher,1841.59,15304.14
9,F,service provider,8645.69,40898.57
9,F,homemaker,216.72,7333.51
9,M,child,0.00,10000.00
9,M,retired,249.39,7700.34
9,M,homemaker,177.99,6899.02
9,M,unemployed,212.77,7340.74
9,M,civil servant,7411.63,35749.99
9,F,homemaker,128.04,6456.19
9,F,service provider,7667.79,36224.11
9,M,retired,386.38,11597.32
9,F,unemployed,85.79,6072.30
9,M,craftsman,6644.97,31360.07
9,F,farmer,2062.76,14453.14
9,M,homemaker,132.56,6541.43
9,M,fisher,2132.76,16793.87
9,M,service provider,7722.34,36579.27
9,F,unemployed,87.27,6086.05
9,M,farmer,3095.41,18014.89
9,F,homemaker,231.64,7343.62
9,F,child,0.00,10000.00
9,M,retired,1045.41,34411.12
9,M,farmer,1118.37,10584.14
9,X,civil servant,5079.04,27305.09
9,F,fisher,2736.83,19858.99
9,M,farmer,1608.98,12704.90
9,M,child,0.00,10000.00
9,M,unemployed,238.74,7436.99
9,F,service provider,2932.99,12834.09
9,F,civil servant,3211.07,14867.82
9,M,homemaker,217.53,7279.53
9,M,service provider,4273.45,22980.98
9,M,retired,241.99,7572.49
9,X,homemaker,191.03,7072.48
9,F,farmer,1301.76,11530.28
9,X,child,0.00,10000.00
9,F,retired,422.30,13256.82
9,M,child,0.00,10000.00
9,F,unemployed,187.41,7123.39
9,F,civil servant,5428.64,27772.12
9,F,craftsman,5960.98,30419.01
9,M,civil servant,6776.99,34513.56
9,F,craftsman,5316.10,27149.83
9,M,homemaker,134.07,6558.48
9,M,homemaker,212.72,7313.41
9,M,child,0.00,10000.00
9,F,farmer,1143.50,10702.95
9,F,civil servant,6753.09,34782.40
9,M,fisher,1636.99,14402.72
9,F,unemployed,153.59,6751.91
9,M,craftsman,4111.65,22637.47
9,F,unemployed,149.72,6668.95
9,F,fisher,1977.09,16654.04
9,M,farmer,2545.97,16809.08
9,F,farmer,1411.29,12189.43
9,F,farmer,2384.83,16186.09
9,M,homemaker,91.97,6082.85
9,F,farmer,1235.28,11080.45
9,F,child,0.00,10000.00
9,F,craftsman,2424.18,12468.37
9,F,child,0.00,10000.00
9,M,farmer,2000.87,14415.35
9,M,homemaker,207.02,7227.00
9,M,unemployed,97.40,8272.78
9,F,farmer,1169.59,10734.38
9,F,farmer,1839.15,14044.51
9,F,unemployed,190.78,7104.86
9,M,homemaker,147.18,6688.77
9,F,fisher,1558.57,14138.29
9,F,child,0.00,10000.00
9,M,civil servant,2972.30,13801.92
9,F,craftsman,2478.51,14008.40
9,M,homemaker,97.09,8715.27
9,F,child,0.00,10000.00
9,F,civil servant,5543.42,29003.72
9,M,civil servant,3542.98,20315.73
9,M,retired,403.28,12400.08
9,F,fisher,2541.30,18652.22
9,M,farmer,2506.02,16302.87
9,F,child,0.00,10000.00
9,M,retired,1166.76,37342.11
9,M,service provider,5508.85,28063.39
9,F,retired,543.74,17250.27
9,F,unemployed,150.12,6768.12
9,M,fisher,2246.24,17481.15
9,M,civil servant,4927.49,26120.26
9,X,homemaker,103.96,8726.03
9,F,child,0.00,10000.00
9,F,civil servant,5394.99,27914.26
9,M,homemaker,225.07,7381.00
9,M,service provider,4921.85,25226.31
9,M,child,0.00,10000.00
9,F,homemaker,173.25,6923.79
9,M,child,0.00,10000.00
9,M,farmer,972.15,10193.04
9,M,fisher,2654.96,19318.73
9,F,fisher,1605.71,14449.51
9,F,child,0.00,10000.00
9,F,service provider,7689.87,36997.29
9,M,civil servant,6217.45,31981.10
9,M,homemaker,222.26,7295.23
9,F,homemaker,98.62,7390.84
9,M,craftsman,4430.78,23904.99
9,M,civil servant,5235.82,26865.91
9,F,craftsman,3958.68,21776.19
9,F,civil servant,8103.53,40858.92
9,F,unemployed,98.33,6146.08
9,F,craftsman,5046.10,26716.75
9,M,homemaker,165.19,6824.84
9,M,civil servant,7889.39,37567.32
9,M,retired,416.52,12229.38
9,M,homemaker,97.88,7844.04
9,M,homemaker,92.69,7837.59
9,F,fisher,2749.51,20636.73
9,F,service provider,2764.94,11855.90
9,X,homemaker,102.65,8724.88
9,M,child,0.00,10000.00
9,M,child,0.00,10000.00
9,M,fisher,2231.29,17119.54
9,F,craftsman,4959.15,25862.59
9,M,craftsman,2875.66,17652.42
9,M,farmer,1180.18,10624.46
9,M,farmer,2552.03,16441.37
9,M,civil servant,7475.39,35269.78
9,M,farmer,1832.09,13613.94
9,M,homemaker,187.17,7011.13
9,F,retired,258.44,7628.10
9,M,homemaker,206.33,7288.26
9,F,unemployed,168.13,6861.34
9,F,farmer,2320.79,15714.48
9,X,service provider,4968.02,25472.46
9,F,farmer,2060.40,14655.69
9,X,craftsman,5450.39,27443.22
9,F,retired,551.03,18018.63
9,F,farmer,2840.11,17791.28
9,M,child,0.00,10000.00
9,F,farmer,984.39,10073.24
9,M,fisher,1613.87,14489.03
9,M,fisher,3060.09,22137.33
9,M,farmer,2125.92,14680.53
9,M,civil servant,3734.84,20694.77
9,X,child,0.00,10000.00
9,M,fisher,3032.56,21345.17
9,F,homemaker,191.99,7099.87
9,M,retired,391.35,11882.87
9,M,farmer,1953.41,14126.95
9,F,service provider,5223.62,28095.18
9,X,child,0.00,10000.00
9,F,child,0.00,10000.00
9,F,farmer,1814.43,13489.93
9,M,homemaker,94.01,6173.93
9,M,craftsman,2870.05,16109.73
9,X,child,0.00,10000.00
9,F,retired,490.01,15605.83
9,F,service provider,8571.96,40467.88
9,F,craftsman,4859.76,25283.40
9,M,retired,602.69,18470.68
9,F,unemployed,180.99,7011.06
9,F,farmer,1270.90,11506.05
9,M,child,0.00,10000.00
9,X,service provider,7400.13,37604.20
9,M,unemployed,130.73,6524.32
9,M,farmer,2434.41,15920.04
9,F,retired,495.16,15044.31
9,F,fisher,1160.23,11156.58
9,M,fisher,2690.85,19401.83
9,M,craftsman,5519.37,26875.43
9,F,homemaker,139.59,6556.42
9,M,child,0.00,10000.00
9,F,civil servant,4309.74,23117.63
9,F,craftsman,3244.01,18832.87
9,M,service provider,7184.19,34284.64
9,F,homemaker,231.51,7431.88
9,F,craftsman,3306.09,19015.53
9,F,homemaker,181.21,7032.32
9,M,homemaker,86.75,6099.69
9,F,retired,257.38,7652.70
9,M,farmer,2952.17,17710.84
9,M,craftsman,4595.28,24510.03
9,F,service provider,5196.32,26224.48
9,M,farmer,1450.37,12059.80
9,M,service provider,4023.75,22304.64
9,F,retired,334.42,9743.02
9,M,service provider,4706.91,24835.22
9,M,homemaker,138.36,6637.63
9,X,unemployed,172.78,6979.55
9,M,civil servant,6028.72,29662.94
9,M,farmer,1601.65,13039.95
9,M,service provider,2866.50,13705.97
9,F,unemployed,111.08,6283.38
9,F,farmer,2779.29,17119.08
9,F,homemaker,175.33,6892.81
9,M,farmer,2800.74,17127.76
9,M,fisher,1368.81,11852.92
9,F,unemployed,149.89,6707.44
9,F,retired,247.30,7628.79
9,F,farmer,1663.68,13356.93
9,X,service provider,6848.28,34932.19
9,F,child,0.00,10000.00
9,F,fisher,2766.48,19927.56
9,M,service provider,3336.79,17528.37
9,F,farmer,955.34,10062.64
9,F,farmer,1970.15,14502.69
9,M,farmer,2079.13,14608.45
9,M,child,0.00,10000.00
9,F,retired,744.39,24321.01
9,M,civil servant,5057.89,26833.61
9,F,child,0.00,10000.00
9,F,service provider,8430.82,39828.74
9,M,farmer,1879.98,14206.23
9,F,civil servant,7338.01,36027.00
9,M,fisher,2389.06,18327.48
9,F,homemaker,87.03,6082.58
9,F,unemployed,223.24,7439.21
9,M,craftsman,2666.26,14971.07
9,M,fisher,2361.91,18860.77
9,M,farmer,1525.52,12677.79
9,M,retired,252.68,7556.13
9,F,service provider,5537.46,28195.57
9,F,retired,230.54,7509.31
9,M,retired,522.67,16962.42
9,F,homemaker,91.38,6074.27
9,F,homemaker,213.39,7311.78
9,M,craftsman,3728.55,21019.35
9,M,retired,774.58,24401.60
9,M,unemployed,138.85,6652.22
9,F,service provider,8290.16,39427.52
9,F,homemaker,94.60,6122.85
9,F,homemaker,97.88,6140.52
9,F,civil servant,6002.03,31403.37
9,F,retired,264.49,7788.36
9,M,craftsman,4447.07,23070.67
9,M,fisher,1053.29,10233.61
9,M,unemployed,142.92,6684.96
9,F,homemaker,104.49,6240.95
9,F,homemaker,143.54,6707.11
9,F,service provider,5883.17,29682.10
9,F,homemaker,127.42,6490.61
9,M,service provider,3998.93,21666.54
9,M,farmer,1094.14,10160.05
9,M,farmer,2511.23,16303.22
9,F,civil servant,6113.89,30539.66
9,F,fisher,1484.08,13056.06
9,M,civil servant,7765.36,37305.08
9,F,child,0.00,10000.00
9,M,homemaker,206.85,7190.00
9,F,farmer,2463.27,16217.30
9,F,civil servant,7854.86,39111.27
9,X,fisher,1993.38,16155.34
9,F,unemployed,184.98,6986.57
9,F,fisher,3444.31,23901.76
9,M,retired,335.71,9918.52
9,F,farmer,1896.63,14172.53
9,M,child,0.00,10000.00
9,F,fisher,2318.30,18002.04
9,F,civil servant,6329.50,31657.13
9,F,retired,938.87,30419.75
9,F,retired,242.69,7505.52
9,M,unemployed,126.71,6467.72
9,F,homemaker,141.94,6671.31
9,M,homemaker,128.80,6491.12
9,F,fisher,3087.18,21814.12
9,F,fisher,1930.14,16380.24
9,M,farmer,2471.47,15990.47
9,F,fisher,1167.07,10477.38
9,M,farmer,1915.15,13949.30
9,M,retired,558.04,17142.68
9,F,service provider,4148.79,22721.00
9,M,farmer,2426.16,16182.21
9,M,farmer,2359.72,15822.44
9,M,unemployed,219.67,7400.71
9,M,craftsman,6709.68,32937.23
9,F,farmer,2828.57,18012.40
9,X,homemaker,108.06,6316.82
9,M,homemaker,101.80,6178.43
9,F,civil servant,7164.09,35478.73
9,M,civil servant,7636.15,36982.38
9,X,retired,1122.15,37843.33
9,F,child,0.00,10000.00
9,F,child,0.00,10000.00
9,M,farmer,2215.38,15742.25
9,X,retired,749.41,24471.39
9,X,fisher,3292.77,22689.48
9,M,unemployed,125.36,6455.92
9,M,child,0.00,10000.00
9,M,farmer,2397.98,15868.55
9,F,retired,722.51,23371.58
9,M,craftsman,3886.36,21752.25
9,F,homemaker,189.47,7053.61
9,F,retired,510.74,16229.11
9,M,child,0.00,10000.00
9,F,farmer,2740.45,17407.75
9,M,unemployed,96.14,6152.49
9,F,homemaker,115.12,6327.58
9,M,service provider,2567.85,10990.89
9,F,craftsman,4775.04,24408.88
9,F,fisher,2542.64,19105.70
9,F,civil servant,7835.89,38957.10
9,F,fisher,1246.87,11162.50
9,F,child,0.00,10000.00
9,M,retired,510.03,16947.35
9,M,unemployed,168.53,6862.54
9,F,fisher,1427.30,12948.51
9,M,retired,237.56,7531.37
9,M,farmer,893.86,10153.89
9,F,unemployed,130.48,6493.45
9,F,civil servant,3369.50,18720.98
9,M,service provider,3362.65,18851.78
