year,sex,profession,income,net_worth,happiness
4,F,civil servant,4026.17,17384.75,101.85
4,F,craftsman,4985.28,19240.30,112.20
4,M,civil servant,5458.16,20403.03,112.36
4,F,craftsman,4333.86,17607.26,101.92
4,M,homemaker,135.02,8480.01,100.00
4,M,homemaker,224.52,8827.93,100.00
4,M,child,0.00,10000.00,100.00
4,F,farmer,919.35,10186.85,99.15
4,F,civil servant,5836.11,20701.79,112.43
4,M,fisher,2128.97,11814.07,100.04
4,F,unemployed,155.83,8566.12,81.25
4,M,craftsman,3136.56,15635.31,101.43
4,F,unemployed,147.78,8527.95,81.25
4,F,fisher,2996.56,12804.36,100.69
4,M,farmer,2599.79,13183.38,100.23
4,F,farmer,1251.26,10990.76,97.04
4,F,farmer,2287.31,12855.50,99.95
4,M,homemaker,78.83,8249.32,100.00
4,F,farmer,988.41,10338.39,96.66
4,F,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,farmer,1906.96,12014.55,99.28
4,M,homemaker,209.83,8779.74,100.00
4,M,child,0.00,10000.00,100.00
4,F,farmer,910.44,10182.39,99.13
4,F,farmer,1755.24,11914.09,98.95
4,F,unemployed,196.02,8738.30,81.25
4,M,retired,262.93,9042.54,100.00
4,M,homemaker,153.41,8537.40,100.00
4,F,fisher,1974.60,11676.28,99.93
4,F,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,F,craftsman,1755.00,10604.67,100.08
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,F,civil servant,4271.05,17943.52,101.95
4,M,civil servant,2430.51,14233.61,100.99
4,M,retired,363.58,13045.98,100.18
4,F,fisher,3433.10,13631.35,101.04
4,M,farmer,2374.14,12924.36,100.05
4,F,child,0.00,10000.00,100.00
4,M,service provider,6793.24,22817.27,112.69
4,M,service provider,4246.37,17457.31,101.89
4,F,farmer,2880.34,13906.52,100.51
4,F,unemployed,152.12,8582.19,81.25
4,M,fisher,3271.59,13164.18,100.87
4,M,civil servant,3826.01,16767.63,101.74
4,X,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,retired,263.44,8987.26,100.00
4,F,civil servant,4166.96,17595.67,101.89
4,M,homemaker,217.62,8852.74,100.00
4,M,service provider,3396.48,16215.41,101.58
4,M,child,0.00,10000.00,100.00
4,F,homemaker,177.56,8648.59,100.00
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,M,fisher,3758.80,13942.98,101.17
4,F,fisher,2060.33,11817.01,100.04
4,M,retired,271.46,9045.87,100.00
4,F,child,0.00,10000.00,100.00
4,F,service provider,5841.31,21078.62,112.46
4,M,civil servant,4768.80,19210.82,102.17
4,M,homemaker,211.76,8807.52,100.00
4,F,homemaker,80.39,9534.73,100.00
4,M,craftsman,3531.30,16153.63,101.60
4,M,civil servant,3827.64,17026.75,101.78
4,F,craftsman,2870.14,15115.76,101.30
4,F,civil servant,6726.02,23129.13,112.70
4,M,retired,260.45,9032.54,100.00
4,F,unemployed,87.81,8282.42,81.25
4,F,craftsman,4231.99,17495.93,101.90
4,M,homemaker,166.52,8593.37,100.00
4,M,civil servant,5804.21,21420.23,112.48
4,M,retired,380.24,12885.83,100.02
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,F,fisher,4275.43,14493.00,101.38
4,F,child,0.00,10000.00,100.00
4,X,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,M,fisher,2898.61,12947.80,100.74
4,F,craftsman,3927.70,17016.56,101.80
4,M,craftsman,2009.85,13375.44,100.63
4,M,farmer,892.16,9975.11,96.59
4,M,farmer,2359.19,13027.26,100.07
4,M,civil servant,5742.15,20487.74,112.41
4,M,farmer,1557.52,11679.45,98.63
4,M,homemaker,186.13,8679.33,100.00
4,F,homemaker,259.04,8955.84,100.00
4,M,homemaker,208.53,8824.65,100.00
4,F,unemployed,179.73,8634.74,81.25
4,F,farmer,2131.08,12637.35,99.78
4,M,craftsman,6039.81,21214.07,112.49
4,X,service provider,3588.06,16482.51,101.64
4,F,farmer,1979.12,12133.73,99.45
4,X,craftsman,4323.46,17816.57,101.94
4,F,fisher,5747.69,16655.56,111.93
4,F,farmer,2757.19,13542.03,100.34
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,fisher,2166.87,11902.63,100.12
4,M,fisher,5017.75,15314.03,111.62
4,M,farmer,1887.92,12158.16,99.37
4,M,civil servant,2432.14,14367.20,101.03
4,X,child,0.00,10000.00,100.00
4,M,fisher,4548.82,14910.69,101.50
4,F,homemaker,189.52,8727.85,100.00
4,M,retired,366.20,12601.48,99.96
4,M,farmer,1765.79,11943.31,99.09
4,F,service provider,4273.25,17534.74,101.91
4,X,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,F,farmer,1587.52,11647.63,97.48
4,M,homemaker,90.77,8292.85,100.00
4,M,craftsman,1788.01,12276.11,100.41
4,X,child,0.00,10000.00,100.00
4,F,retired,466.72,15841.06,100.50
4,F,service provider,6529.99,22733.73,112.66
4,F,craftsman,3932.89,16796.81,101.75
4,M,retired,513.44,18370.17,101.21
4,F,retired,276.57,9054.87,100.00
4,F,unemployed,189.73,8690.06,81.25
4,F,farmer,979.58,10638.01,96.58
4,M,child,0.00,10000.00,100.00
4,X,service provider,6325.74,21773.74,112.57
4,M,unemployed,130.98,8467.81,81.25
4,M,farmer,2181.53,12671.10,99.88
4,F,farmer,2924.93,14076.01,100.57
4,F,child,0.00,10000.00,100.00
4,M,fisher,3751.33,13957.37,101.18
4,M,craftsman,4009.49,17335.50,101.84
4,F,homemaker,141.21,8479.90,100.00
4,M,child,0.00,10000.00,100.00
4,F,civil servant,3017.15,15392.91,101.37
4,F,craftsman,2452.57,13929.75,100.93
4,M,service provider,5472.29,20345.79,112.36
4,F,homemaker,228.14,8874.64,100.00
4,F,craftsman,2398.64,14009.67,100.93
4,F,homemaker,185.91,8692.81,100.00
4,M,homemaker,83.47,8266.31,100.00
4,F,retired,266.79,8989.03,100.00
4,M,farmer,2817.69,13599.11,100.35
4,M,craftsman,3577.94,16387.90,101.64
4,F,service provider,3669.11,16615.85,101.69
4,M,farmer,1152.21,10944.42,96.93
4,M,service provider,3009.40,15067.73,101.31
4,F,retired,329.28,10763.29,100.09
4,M,service provider,3430.21,16163.47,101.58
4,M,homemaker,150.28,8525.15,100.00
4,X,retired,272.07,9021.82,100.00
4,X,unemployed,187.72,8684.34,81.25
4,M,civil servant,4519.02,18299.98,102.02
4,M,farmer,1497.08,11361.55,97.35
4,M,child,0.00,10000.00,100.00
4,F,unemployed,106.34,8350.64,81.25
4,F,farmer,2462.54,13251.18,100.15
4,F,homemaker,173.55,8639.12,100.00
4,M,farmer,2653.45,13337.91,100.20
4,M,child,0.00,10000.00,100.00
4,F,unemployed,152.05,8543.57,81.25
4,F,homemaker,250.64,8959.93,100.00
4,F,farmer,1485.18,11541.72,97.38
4,X,service provider,5769.55,20558.16,112.41
4,F,child,0.00,10000.00,100.00
4,M,retired,387.25,13127.75,100.18
4,F,fisher,3931.37,14192.42,101.27
4,M,service provider,2241.57,11937.95,100.68
4,F,child,0.00,10000.00,100.00
4,F,farmer,1859.28,12092.89,99.29
4,M,farmer,1802.01,12131.03,99.34
4,M,child,0.00,10000.00,100.00
4,M,retired,267.65,9001.02,100.00
4,F,craftsman,6219.23,21044.84,112.49
4,M,civil servant,3731.17,16991.61,101.76
4,F,child,0.00,10000.00,100.00
4,F,service provider,7065.40,22701.52,112.70
4,M,farmer,1821.45,11967.05,99.12
4,F,civil servant,5554.49,20858.18,112.41
4,M,fisher,3458.17,13531.84,101.01
4,F,homemaker,79.73,8248.33,100.00
4,F,unemployed,237.08,8889.44,81.25
4,F,retired,280.75,9044.44,100.00
4,M,craftsman,1712.88,11411.21,100.27
4,M,fisher,3632.47,13740.62,101.10
4,M,farmer,1396.58,11264.31,97.24
4,M,homemaker,238.94,8923.62,100.00
4,F,service provider,4089.21,17494.58,101.87
4,F,homemaker,249.06,8917.58,100.00
4,M,farmer,2872.39,13689.17,100.43
4,F,homemaker,79.86,8244.75,100.00
4,F,homemaker,218.74,8823.85,100.00
4,M,craftsman,2830.84,14885.46,101.24
4,M,civil servant,7589.48,23916.02,112.83
4,M,unemployed,150.05,8532.01,81.25
4,F,service provider,6539.10,22306.57,112.63
4,F,homemaker,86.92,8270.09,100.00
4,F,homemaker,89.14,8280.90,100.00
4,F,civil servant,4875.56,19078.62,102.15
4,F,retired,276.60,9039.59,100.00
4,M,craftsman,3184.96,15757.29,101.46
4,M,child,0.00,10000.00,100.00
4,M,unemployed,145.57,8540.69,81.25
4,F,homemaker,102.42,8330.62,100.00
4,F,homemaker,151.46,8549.86,100.00
4,F,service provider,4459.24,18263.31,102.02
4,F,homemaker,128.40,8455.06,100.00
4,M,service provider,2716.68,14795.17,101.19
4,M,child,0.00,10000.00,100.00
4,M,farmer,2316.30,12873.19,99.98
4,F,civil servant,4716.65,18688.43,102.10
4,F,fisher,1859.88,10961.14,99.96
4,M,civil servant,6132.28,21527.52,112.53
4,F,child,0.00,10000.00,100.00
4,M,homemaker,212.89,8763.67,100.00
4,F,farmer,2371.08,12899.63,99.97
4,F,civil servant,6261.45,22073.72,112.59
4,X,fisher,2776.93,12638.91,100.57
4,F,unemployed,182.78,8666.51,81.25
4,F,fisher,5459.87,15930.50,111.77
4,M,retired,306.93,10856.94,100.10
4,F,farmer,1776.06,12005.51,99.13
4,M,child,0.00,10000.00,100.00
4,F,fisher,3433.55,13383.03,100.97
4,F,civil servant,4771.17,18894.22,102.14
4,F,craftsman,5548.03,20262.30,112.36
4,F,homemaker,227.95,8893.45,100.00
4,M,unemployed,124.15,8436.36,81.25
4,F,homemaker,153.38,8547.59,100.00
4,M,homemaker,131.94,8448.36,100.00
4,F,fisher,4702.03,15081.66,101.56
4,F,fisher,2892.32,12809.51,100.68
4,M,farmer,2259.41,12769.02,99.90
4,F,child,0.00,10000.00,100.00
4,M,farmer,1696.02,11837.49,98.91
4,M,retired,471.20,17154.52,101.76
4,F,service provider,2921.60,15269.59,101.32
4,M,farmer,2287.30,12849.37,99.98
4,M,farmer,2291.94,12712.28,99.83
4,M,unemployed,222.58,8858.94,81.25
4,M,craftsman,5565.39,20041.41,112.33
4,F,farmer,2826.17,13677.19,100.41
4,X,homemaker,111.14,8366.82,100.00
4,M,homemaker,92.80,8295.26,100.00
4,F,civil servant,5859.97,20737.47,112.44
4,M,civil servant,5895.73,21318.47,112.49
4,X,civil servant,6851.93,23137.99,112.73
4,F,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,farmer,2288.69,12716.59,99.89
4,X,craftsman,6060.10,21193.03,112.50
4,M,retired,280.03,9048.54,100.00
4,X,fisher,4945.47,15416.77,111.64
4,M,unemployed,118.17,8416.21,81.25
4,M,child,0.00,10000.00,100.00
4,M,farmer,2282.45,12698.23,99.90
4,F,fisher,5612.72,16427.92,111.89
4,M,craftsman,2971.96,15213.86,101.31
4,F,homemaker,195.24,8699.79,100.00
4,F,farmer,2966.19,13959.49,100.58
4,M,child,0.00,10000.00,100.00
4,F,farmer,2768.86,13474.56,100.33
4,M,unemployed,90.96,8282.25,81.25
4,F,homemaker,109.28,8357.89,100.00
4,M,child,0.00,10000.00,100.00
4,F,craftsman,3434.44,16291.35,101.60
4,F,fisher,3856.78,13902.18,101.17
4,F,civil servant,6347.96,22057.16,112.59
4,F,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,farmer,3033.44,13864.90,100.51
4,M,unemployed,163.93,8617.46,81.25
4,F,fisher,1705.47,10901.50,99.89
4,M,homemaker,241.38,8906.20,100.00
4,M,child,0.00,10000.00,100.00
4,F,unemployed,123.16,8437.21,81.25
4,F,civil servant,2279.42,13046.45,100.83
4,M,service provider,2368.65,13036.38,100.86
4,M,child,0.00,10000.00,100.00
4,M,homemaker,217.96,8831.15,100.00
4,M,fisher,5968.02,16606.04,111.94
4,M,fisher,4594.83,14885.53,101.50
4,M,child,0.00,10000.00,100.00
4,M,homemaker,127.78,8430.83,100.00
4,F,farmer,1230.93,11039.49,97.04
4,F,craftsman,3971.04,16843.32,101.77
4,F,farmer,2190.25,12635.49,99.82
4,F,craftsman,2786.14,15032.62,101.25
4,M,service provider,2274.74,13035.80,100.83
4,F,fisher,5365.66,16138.55,111.81
4,M,child,0.00,10000.00,100.00
4,M,service provider,3357.67,16120.98,101.55
4,M,unemployed,130.96,8476.24,81.25
4,F,farmer,966.19,10034.03,96.75
4,F,civil servant,4577.06,18555.56,102.06
4,M,fisher,3836.97,13990.13,101.20
4,M,retired,275.41,9038.97,100.00
4,M,service provider,2761.40,14737.48,101.19
4,M,retired,328.26,10801.98,100.09
4,F,civil servant,5077.90,19867.08,112.26
4,F,craftsman,1882.07,13212.86,100.54
4,M,service provider,4688.46,18350.70,102.06
4,M,civil servant,5603.51,20314.34,112.36
4,F,fisher,4861.00,15288.13,101.60
4,F,child,0.00,10000.00,100.00
4,M,craftsman,4123.41,17269.36,101.84
4,F,homemaker,138.30,8498.88,100.00
4,F,fisher,5796.90,16574.17,111.91
4,F,homemaker,84.55,8255.25,100.00
4,M,fisher,5132.80,15745.60,111.72
4,M,service provider,4868.27,18970.15,102.15
4,M,unemployed,104.79,8346.20,81.25
4,M,craftsman,4201.53,17777.12,101.92
4,M,unemployed,177.02,8642.21,81.25
4,F,homemaker,191.74,8711.76,100.00
4,M,craftsman,4583.74,18446.29,102.07
4,M,farmer,2132.37,12643.86,99.74
4,F,unemployed,219.83,8864.34,81.25
4,M,craftsman,4085.13,17358.87,101.84
4,F,civil servant,7208.62,23506.34,112.76
4,F,unemployed,174.70,8669.14,81.25
4,M,fisher,2252.61,12053.92,100.22
4,F,service provider,3631.52,16697.74,101.69
4,M,service provider,4845.72,18755.39,102.13
4,F,homemaker,205.17,8754.64,100.00
4,F,child,0.00,10000.00,100.00
4,M,unemployed,91.66,8281.20,81.25
4,M,unemployed,213.92,8757.33,81.25
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,F,farmer,1817.68,12076.28,99.15
4,M,retired,270.13,9030.11,100.00
4,M,fisher,3439.52,13605.76,101.03
4,F,unemployed,250.76,8972.57,81.25
4,M,unemployed,220.59,8857.10,81.25
4,F,craftsman,1825.73,12247.13,100.41
4,F,farmer,2653.90,13488.01,100.37
4,X,craftsman,3198.02,15750.71,101.46
4,F,unemployed,219.11,8844.99,81.25
4,F,unemployed,206.79,8759.75,81.25
4,F,unemployed,97.58,8329.69,81.25
4,F,child,0.00,10000.00,100.00
4,F,retired,254.42,8974.66,100.00
4,F,child,0.00,10000.00,100.00
4,F,retired,363.20,12496.37,100.28
4,F,service provider,6726.78,22482.58,112.66
4,F,fisher,4821.99,15287.86,101.59
4,F,retired,268.38,9011.15,98.75
4,M,retired,349.23,12329.09,100.26
4,M,unemployed,210.67,8817.52,81.25
4,M,service provider,3266.63,15726.39,101.47
4,F,craftsman,5158.97,19456.79,112.24
4,F,child,0.00,10000.00,100.00
4,F,unemployed,154.46,8546.85,81.25
4,F,homemaker,123.94,8447.87,100.00
4,M,craftsman,4326.94,17792.67,101.94
4,M,farmer,2174.65,12758.72,99.82
4,M,farmer,1983.98,12315.83,99.45
4,M,farmer,2871.56,13613.97,100.43
4,M,retired,524.78,18436.40,101.22
4,F,child,0.00,10000.00,100.00
4,M,civil servant,2192.73,11839.62,100.63
4,M,child,0.00,10000.00,100.00
4,F,farmer,2975.51,13947.86,100.57
4,F,farmer,2004.36,12302.91,99.47
4,M,homemaker,249.58,8960.81,100.00
4,M,homemaker,81.82,9536.16,100.00
4,F,child,0.00,10000.00,100.00
4,M,homemaker,231.98,8875.67,100.00
4,M,service provider,7247.25,23922.44,112.80
4,M,homemaker,87.65,8283.18,100.00
4,F,farmer,1464.54,11422.21,97.34
4,F,child,0.00,10000.00,100.00
4,F,retired,251.77,8981.27,100.00
4,F,homemaker,89.04,8288.17,100.00
4,F,homemaker,133.50,8492.67,100.00
4,M,child,0.00,10000.00,100.00
4,M,service provider,7112.38,23622.93,112.77
4,M,child,0.00,10000.00,100.00
4,F,fisher,3126.18,13044.04,100.79
4,F,civil servant,5319.86,19819.51,112.29
4,F,farmer,2643.38,13213.47,100.21
4,M,retired,369.18,12774.85,99.98
4,F,farmer,1444.94,11461.47,97.33
4,F,farmer,2638.09,13136.08,100.15
4,F,child,0.00,10000.00,100.00
4,M,craftsman,2770.82,14789.95,101.20
4,M,child,0.00,10000.00,100.00
4,M,craftsman,3361.41,15738.30,101.50
4,M,homemaker,113.91,8401.91,100.00
4,M,retired,270.75,8988.21,91.25
4,F,child,0.00,10000.00,100.00
4,M,farmer,1393.62,11312.43,97.25
4,M,homemaker,119.74,8419.35,100.00
4,M,retired,393.86,13901.84,100.71
4,M,civil servant,6868.74,23084.78,112.72
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,F,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
4,M,child,0.00,10000.00,100.00
5,F,civil servant,5227.73,21751.93,117.34
5,M,child,0.00,10000.00,100.00
5,M,unemployed,111.03,7981.53,80.62
5,M,farmer,1999.56,12985.40,100.06
5,F,child,0.00,10000.00,100.00
5,F,civil servant,5274.66,21877.80,117.35
5,F,child,0.00,10000.00,100.00
5,M,homemaker,130.40,8082.96,100.00
5,M,child,0.00,10000.00,100.00
5,M,fisher,1377.70,12872.02,100.09
5,M,unemployed,81.91,9570.10,90.00
5,F,fisher,1252.71,12466.85,99.86
5,M,homemaker,200.98,8451.38,100.00
5,M,farmer,1457.31,11742.17,98.56
5,F,craftsman,5020.60,20848.70,112.24
5,F,service provider,7079.81,25815.18,117.83
5,M,craftsman,1930.25,13037.15,100.49
5,F,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,M,civil servant,4803.08,20325.60,112.15
5,F,retired,272.74,8786.62,100.00
5,F,unemployed,103.15,7911.19,80.62
5,M,craftsman,4468.42,19836.59,102.06
5,M,homemaker,215.17,8504.19,100.00
5,F,service provider,5608.65,22211.10,117.42
5,M,service provider,6451.79,24536.72,117.67
5,M,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,F,civil servant,5871.13,22792.02,117.49
5,F,farmer,2054.04,13072.16,100.09
5,X,homemaker,82.56,9106.27,100.00
5,M,fisher,2501.63,15828.28,101.27
5,F,homemaker,208.84,8458.90,100.00
5,F,child,0.00,10000.00,100.00
5,F,craftsman,4173.04,18915.92,101.93
5,F,farmer,2507.74,14268.75,100.63
5,F,child,0.00,10000.00,100.00
5,F,service provider,6906.88,25721.53,117.81
5,M,retired,366.68,12144.86,100.13
5,M,child,0.00,10000.00,100.00
5,M,child,0.00,10000.00,100.00
5,M,craftsman,2263.14,14540.02,100.84
5,M,craftsman,4706.96,20269.98,112.12
5,M,farmer,1403.02,11840.06,98.53
5,F,unemployed,183.76,8430.10,80.62
5,M,child,0.00,10000.00,100.00
5,M,craftsman,4541.56,20393.80,102.12
5,M,farmer,2117.75,13389.25,100.22
5,M,child,0.00,10000.00,100.00
5,F,homemaker,212.85,8497.39,100.00
5,F,craftsman,5653.04,23043.91,117.50
5,F,homemaker,168.94,8281.71,100.00
5,M,child,0.00,10000.00,100.00
5,F,retired,378.13,12317.86,100.08
5,M,fisher,2811.67,16834.46,106.51
5,M,civil servant,3001.95,16623.44,101.40
5,X,homemaker,113.34,8027.09,100.00
5,F,farmer,1369.57,11687.58,98.48
5,F,farmer,1768.73,12546.95,99.64
5,F,fisher,1348.61,12599.63,100.00
5,F,service provider,7073.20,25974.32,117.84
5,F,homemaker,216.89,8537.65,100.00
5,M,child,0.00,10000.00,100.00
5,M,retired,270.25,8754.73,100.00
5,M,homemaker,169.22,8290.90,100.00
5,M,unemployed,217.81,8539.77,80.62
5,M,civil servant,6013.45,23566.16,117.58
5,F,homemaker,123.87,8038.35,100.00
5,F,service provider,6168.14,23478.50,117.58
5,M,retired,359.74,12181.16,100.13
5,F,unemployed,77.58,7815.33,80.62
5,M,craftsman,5261.74,21867.39,117.34
5,F,farmer,1908.80,12752.94,99.84
5,M,homemaker,129.11,8095.29,100.00
5,M,fisher,1700.36,13476.31,100.48
5,M,service provider,5966.00,23744.15,117.56
5,F,unemployed,78.42,7823.96,80.62
5,M,farmer,2855.86,14883.51,100.91
5,F,homemaker,225.52,8545.95,100.00
5,F,child,0.00,10000.00,100.00
5,M,service provider,7172.58,26733.05,117.87
5,M,farmer,958.83,10216.44,97.64
5,X,civil servant,4248.71,19171.09,101.96
5,F,fisher,2241.16,15052.54,101.06
5,M,farmer,1378.47,11657.93,98.49
5,M,child,0.00,10000.00,100.00
5,M,unemployed,221.24,8596.87,80.62
5,F,child,0.00,10000.00,100.00
5,F,civil servant,2054.98,10771.59,100.33
5,M,homemaker,222.91,8511.19,100.00
5,M,service provider,3238.56,16679.52,101.46
5,M,homemaker,249.81,8679.33,100.00
5,X,homemaker,194.15,8398.20,100.00
5,F,farmer,1051.18,10933.78,97.81
5,X,child,0.00,10000.00,100.00
5,F,retired,401.50,13718.13,100.34
5,M,child,0.00,10000.00,100.00
5,F,unemployed,189.93,8428.99,80.62
5,F,civil servant,4163.00,19210.35,101.94
5,F,craftsman,4987.98,21478.38,117.28
5,M,civil servant,5718.25,23006.25,117.49
5,F,craftsman,4204.51,19453.61,101.99
5,M,homemaker,133.31,8101.51,100.00
5,M,homemaker,222.61,8538.73,100.00
5,M,child,0.00,10000.00,100.00
5,F,farmer,946.59,10404.24,98.89
5,F,civil servant,5528.49,23210.13,117.49
5,M,fisher,1193.65,12154.99,99.70
5,F,unemployed,157.37,8211.68,80.62
5,M,craftsman,3200.39,16979.60,101.49
5,F,unemployed,146.88,8163.02,80.62
5,F,fisher,1579.35,13338.13,100.38
5,M,farmer,2626.92,14240.93,100.70
5,F,farmer,1209.12,11339.42,98.22
5,F,farmer,2418.45,13808.82,100.48
5,M,homemaker,81.78,7819.29,100.00
5,F,farmer,982.68,10573.83,97.71
5,F,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,M,farmer,1948.46,12732.87,99.91
5,M,homemaker,194.61,8462.54,100.00
5,M,child,0.00,10000.00,100.00
5,F,farmer,933.02,10393.00,98.86
5,F,farmer,1827.73,12572.05,99.68
5,F,unemployed,194.51,8421.00,80.62
5,M,retired,274.75,8805.48,100.00
5,M,homemaker,144.26,8169.85,100.00
5,F,fisher,1097.03,11968.89,99.52
5,F,child,0.00,10000.00,100.00
5,M,child,0.00,10000.00,100.00
5,F,craftsman,1856.78,11277.16,100.26
5,M,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,F,civil servant,4456.78,19916.01,102.06
5,M,civil servant,2601.03,15278.22,101.07
5,M,retired,366.26,12900.43,100.09
5,F,fisher,1987.46,14369.18,100.81
5,M,farmer,2449.67,13893.29,100.54
5,F,child,0.00,10000.00,100.00
5,M,service provider,7334.59,26228.66,117.86
5,M,service provider,4371.16,19386.99,102.01
5,F,farmer,3119.28,15210.26,101.01
5,F,unemployed,151.23,8221.61,80.62
5,M,fisher,1789.84,13803.19,100.61
5,M,civil servant,3712.52,18367.99,101.79
5,X,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,M,retired,268.17,8743.62,100.00
5,F,civil servant,4147.27,19413.40,101.96
5,M,homemaker,221.40,8562.33,100.00
5,M,service provider,3759.69,17839.35,101.72
5,M,child,0.00,10000.00,100.00
5,F,homemaker,176.34,8313.12,100.00
5,M,child,0.00,10000.00,100.00
5,M,child,0.00,10000.00,100.00
5,M,fisher,2113.08,14743.62,100.95
5,F,fisher,1224.48,12173.34,99.73
5,F,child,0.00,10000.00,100.00
5,F,service provider,6073.08,23859.26,117.58
5,M,civil servant,5380.07,21644.95,112.33
5,M,homemaker,208.29,8504.00,100.00
5,F,homemaker,84.26,9107.18,100.00
5,M,craftsman,3584.29,17689.87,101.68
5,M,civil servant,3951.86,18746.78,101.86
5,F,craftsman,3229.70,16474.71,101.43
5,F,civil servant,7314.57,26530.51,117.87
5,M,retired,260.04,8780.77,100.00
5,F,unemployed,84.02,7854.63,80.62
5,F,craftsman,4095.79,19287.92,101.95
5,M,homemaker,163.15,8244.71,100.00
5,M,civil servant,6062.96,24195.80,117.60
5,M,retired,374.95,12748.98,100.01
5,M,homemaker,80.54,9568.73,100.00
5,M,homemaker,77.40,9565.59,100.00
5,F,fisher,2411.78,15442.98,101.19
5,F,child,0.00,10000.00,100.00
5,X,child,0.00,10000.00,100.00
5,M,child,0.00,10000.00,100.00
5,M,child,0.00,10000.00,100.00
5,M,fisher,1739.00,13561.39,100.52
5,F,craftsman,4177.08,18849.19,101.92
5,M,craftsman,2164.30,14201.69,100.70
5,M,farmer,933.17,10185.79,97.59
5,M,farmer,2484.67,14013.69,100.56
5,M,civil servant,5662.83,23063.25,117.50
5,M,farmer,1594.37,12220.73,99.36
5,M,homemaker,180.68,8348.20,100.00
5,F,retired,244.45,8688.48,100.00
5,M,homemaker,208.19,8521.03,100.00
5,F,unemployed,163.83,8286.76,80.62
5,F,farmer,2349.23,13556.06,100.36
5,M,retired,620.96,21268.65,109.47
5,X,service provider,3645.75,18049.48,101.72
5,F,farmer,1990.22,12872.94,100.02
5,X,craftsman,4214.02,19667.68,102.00
5,F,fisher,3266.15,18032.73,106.76
5,F,farmer,2895.73,14733.99,100.85
5,M,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,M,fisher,1129.22,12211.33,99.66
5,M,fisher,2539.17,16327.71,106.36
5,M,farmer,1956.44,12880.47,99.96
5,M,civil servant,2652.10,15437.35,101.11
5,X,child,0.00,10000.00,100.00
5,M,fisher,2435.74,15872.66,101.26
5,F,homemaker,196.12,8412.16,100.00
5,M,retired,351.43,12441.11,99.98
5,M,farmer,1731.73,12553.27,99.69
5,F,service provider,4482.40,19520.03,102.04
5,X,child,0.00,10000.00,100.00
5,F,child,0.00,10000.00,100.00
5,F,farmer,1572.91,12178.18,98.77
5,M,homemaker,92.09,7873.13,100.00
5,M,craftsman,1913.89,12977.16,100.46
5,X,child,0.00,10000.00,100.00
5,F,retired,441.18,15770.44,100.25
5,F,service provider,7112.14,26033.90,117.83
5,F,craftsman,3990.22,18536.02,101.86
5,M,retired,524.75,18376.64,102.22
5,F,retired,269.96,8813.02,100.00
5,F,unemployed,183.42,8361.67,80.62
5,F,farmer,1043.20,10903.71,97.77
5,M,child,0.00,10000.00,100.00
5,X,service provider,6177.49,24606.58,117.66
5,M,unemployed,132.29,8088.29,80.62
5,M,farmer,2377.29,13603.84,100.42
5,F,farmer,3014.06,15327.14,101.00
5,F,child,0.00,10000.00,100.00
5,M,fisher,2112.66,14757.80,100.95
5,M,craftsman,4416.41,19287.80,101.99
5,F,homemaker,127.19,8095.28,100.00
5,M,child,0.00,10000.00,100.00
5,F,civil servant,3159.69,16716.85,101.45
5,F,craftsman,2332.79,14840.24,100.93
5,M,service provider,5640.74,22910.26,117.47
5,F,homemaker,229.73,8592.56,100.00
5,F,craftsman,2458.36,14982.94,100.98
